Label,Brand,Name,Price,Rank,Ingredients,Combination,Dry,Normal,Oily,Sensitive,acne,age,bright,bh,red,tex,barrier,hyper
Moisturizer,KIEHL'S SINCE 1851,Midnight Recovery Concentrate,47,4.4,"capric triglyceride, Evening Primrose Oil Simmondsia Chinensis Oil,jojoba,lavender,lavender, Rosemary Leaf Oil Citronellol Geraniol Lavandula Hybrida Oil Cucumis Sativus Extract,cucumber, Turmeric Root Extract Limonene Citral Sclareolide Rosa Spp, Rose Flower Oil Jasminum Officinale Extract, Jasmine Extract Helianthus Annuus Seed Oil,sunflower",2,2,2,1,2,2,2,2,1,2,1,2,2
Moisturizer,BELIF,The True Cream Aqua Bomb,38,4.5,", Dipropylene Glycol,glycerin, Methl Trimethicone,alcohol denat,dimethicone, Cyclopentasiloxane, 1,2-Hexanediol, Malakite Extract,capric triglyceride, Pentaerythrityl Tetraethylhexanoate,glycerin, Alchemilla Vulgaris Leaf Extract*, Equisetum Arvense Leaf Extract*, Stellaria Media (Chickweed) Extract*, Urtica Dioica (Nettle) Leaf Extract*, Plantago Lanceolata Leaf Extract*,oatmeal, Calendula Officinalis Flower Extract**, Nepeta Cataria Extract**, Rubus Idaeus (Raspberry) Leaf Extract**, Baptisia Tinctoria Root Extract**, Dimethiconol, Polymethylsilsesquioxane, Sodium Acrylate/Acryloyldimethyltaurate/Dimethylacrylamide Crosspolymer, Isohexadecane, Polysorbate 60,ceramide, Cholesterol, Butyrospermum Parkii (Shea) Butter, Phenl Trimethicone, Pentaerythrityl Tetraisostearate, Panthenol,squalane, Triethylhexanoin, Macadamia Ternifolia Seed Oil, PEG-150,castor, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, C14-22 Alcohols, Arachidyl Glucoside, Hydrogenated Lecithin, PEG-100 Stearate, Stearic Acid, Glyceryl Stearate, Carbomer, Tromethamine, Trisodium EDTA,fragrance, Citronellol, Limonene, Citral, Geraniol,",2,2,2,0,2,0,2,1,1,2,1,2,1
Moisturizer,SUNDAY RILEY,Luna Sleeping Night Oil,105,4.1,"Persea Gratissima (Extra Virgin,avocado, Vitis Vinifera (Organic,grapeseedoil,blackberry, Salvia Hispanica (Cold Pressed Chia) Oil, Dimethyl Isosorbide (and) Hydroxypinacolone Retinoate, Chamomilla Recutita (Matricaria) Flower Oil, Tanecetum annuum (Blue Tansy) oil, Anthemis nobilis (English Chamomile) oil, Eriocephalus punctulatus (Cape Chamomile) oil, Citrus Aurantium Amara (Neroli) Oil, Citrus Aurantium Dulcis (Blood Orange) oil, Cananga Odorata Flower (Ylang Ylang) Oil, Vetivera zizanoides (Vetiver) oil,sunflower, CI 61565 (Green 6), CI 60725 (Violet 2).",1,2,1,0,1,0,1,2,1,2,1,2,2
Moisturizer,FARMACY,Honeymoon Glow AHA Resurfacing Night Serum with Echinacea GreenEnvy™,58,4.6,",lactic, Propanediol,jojoba,glycolic, Potassium Hydroxide,willow, Carthamus Tinctorius (Safflower) Oleosomes,grapeseedoil, Hibiscus Sabdariffa Flower Extract,citric,honey, Echinacea Purpurea Root Extract,honey, Royal Jelly Extract, Hydrolyzed Sodium Hyaluronate,hyaluronic, Curcuma Longa (Turmeric) Root Extract,argan, Zingiber Officinale (Ginger) Root Extract, Amaranthus Caudatus Seed Oil, Limnanthes Alba (Meadowfoam) Seed Oil, Vaccinium Myrtillus Fruit/Leaf Extract, Saccharum Officinarum (Sugarcane) Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Acer Saccharum (Sugar Maple) Extract, Melia Azadirachta Leaf Extract,sunflower, Melia Azadirachta Flower Extract, Salvia Hispanica Seed Oil, Cetearyl Alcohol,glycerin, Arachidyl Alcohol, Sclerotium Gum, Coco-Glucoside, Polyacrylate Crosspolymer-6, Behenyl Alcohol, Arachidyl Glucoside,,vite,, Corallina Officinalis Extract, Polyglyceryl-10 Stearate, Gluconolactone, 1,2-Hexanediol, Ocimum Basilicum (Basil) Flower/Leaf Extract, Ocimum Sanctum Leaf Extract, T-Butyl Alcohol, Glucose, Calcium Gluconate, Citral.",2,2,2,0,0,0,2,2,2,2,2,2,2
Moisturizer,DRUNK ELEPHANT,The Littles™,90,4.4,", Sodium Lauroyl Methyl Isethionate,glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate, Propanediol,aloe, Coco-Glucoside, Lauryl Glucoside, Cucumis Melo Cantalupensis Fruit Extract, Sclerocarya Birrea Seed Oil, Dipotassium Glycyrrhizate,citric, Phenoxyethanol,,, Ethoxydiglycol,vitc,glycerin, Laureth-23,lactobacillus, Sclerocarya Birrea Seed Oil, Ferulic Acid, Sodium Hyaluronate, Chondrus Crispus Extract,camellia,lactobacillus, Glycyrrhiza Glabra (Licorice) Root Extract, Vitis Vinifera (Grape) Juice Extract, Phyllanthus Emblica Fruit Extract, Hydrolyzed Wheat Protein,vite, Caprylhydroxamic Acid, Acetyl Glucosamine, Hydrolyzed Quinoa, Glutamylamidoethyl Imidazole, Dipotassium Glycyrrhizate, Tetrahydrodiferuloylmethane, Tetrahydrodemethoxydiferuloylmethane, Tetrahydrobisdemethoxydiferuloylmethane, Sodium Hyaluronate Crosspolymer, Glycine, Sucrose, Maltodextrin, Propanediol, Caprylyl Glycol, Sodium Hydroxide, Xanthan gum, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Isohexadecane,,Coconut Alkanes, Ammonium Acryloyldimethyltaurate/VP Copolymer,glycerin, Pentylene Glycol, Sclerocarya Birrea Seed Oil, Wheat Amino Acids, Ananas Sativus (Pineapple) Fruit Extract, Berberis Vulgaris Root Extract,, Lens Esculenta (Lentil) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Coco-Caprylate/Caprate, Panthenol, Sodium PCA, Sodium Hyaluronate Crosspolymer, Dipotassium Glycyrrhizate,niacinamide, Cyclodextrin, Sodium Hyaluronate, Sodium Lactate, Phenoxyethanol, Hydroxyproline, Trisodium Ethylenediamine Disuccinate,citric, Caprylyl Glycol, Chlorphenesin,,glycolic, Butylene Glycol,glycerin, Sodium Hydroxide,salicylic,lactic,citric, Vitis Vinifera (Grape) Juice Extract,aloe, Opuntia Ficus-Indica Extract, Aesculus Hippocastanum (Horse Chestnut) Seed Extract,camellia, Rubus Idaeus (Raspberry) Fruit Extract, Saccharomyces Cerevisiae Extract, Buddleja Davidii Meristem Cell Culture, Sclerocarya Birrea Seed Oil, Sodium Hyaluronate Crosspolymer, Allantoin, Hydroxyethylcellulose, Galactoarabinan, Propanediol, Disodium EDTA, Xanthan Gum, Hexylene Glycol, Phenoxyethanol, Caprylyl Glycol,glycerin, Sodium Nitrate,, Pentylene Glycol,,glycerin,capric triglyceride, Isopropyl Isostearate,soy, Stearic Acid, Glyceryl Stearate SE, Cetearyl Alcohol, Pentylene Glycol, Plantago Lanceolata Leaf Extract, Adansonia Digitata Seed Oil,, Passiflora Edulis Seed Oil, Schinziophyton Rautanenii Kernel Oil, Sclerocarya Birrea Seed Oil, Polyglyceryl-6 Ximenia Americana Seedate, Sodium Hyaluronate Crosspolymer, Ceteareth-20, Trisodium Ethylenediamine Disuccinate, Sodium Hydroxide,citric, Carbomer, Xanthan Gum, Caprylyl Glycol, Chlorphenesin, Phenoxyethanol,glycerin,,capric triglyceride, Dicaprylyl Carbonate,glycerin,Pentylene Glycol, Steareth-2, Propanediol, Steareth-21, Polyhydroxystearic Acid, Cetearyl Alcohol, Silica, Sclerocarya Birrea Seed Oil,aloe, Chondrus Crispus Extract, Haematococcus Pluvialis Extract,sunflower, Vitis Vinifera (Grape) Juice Extract,sunflower,jojoba,vite, Hydrolyzed Wheat Protein,vite,vite,, Acetyl Glucosamine, Cetearyl Glucoside, Sodium Stearoyl Glutamate,vitc, Glycine, Sucrose, Lecithin, Triethoxycaprylylsilane, Xanthan Gum, Trisodium Ethylenediamine Disuccinate, Caprylhydroxamic Acid, Mica, Caprylyl Glycol, Phenoxyethanol, Titanium Dioxide (CI 77891),, Octyldodecanol,glycerin, Boron Nitride, Saccharomyces/Xylinum/Black Tea Ferment, Coconut Alkanes, Cetyl Alcohol, Cetearyl Olivate, Sorbitan Olivate,niacinamide, Copper Tripeptide-1, Leontopodium Alpinum Meristem Cell Culture, Dipeptide-2, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Copper Lysinate/Prolinate, Hesperidin Methyl Chalcone, Chondrus Crispus (Carrageenan), Mangifera Indica (Mango) Seed Butter,soy, Hippophae Rhamnoides Oil, Sclerocarya Birrea Seed Oil, Sodium Hyaluronate Crosspolymer, Hydroxyethylcellulose, Coco-Caprylate/Caprate, Steareth-20, Lecithin, Panthenol, N-Hydroxysuccinimide, Ubiquinone,citric, Thioctic Acid,vite, Chrysin, Sclerotium Gum, Methylglucoside Phosphate, Xanthan Gum,,, Chlorphenesin, Caprylyl Glycol, Sodium Hydroxide, Phenoxyethanol, Pentylene Glycol,glycerin",2,2,2,0,0,0,2,2,2,2,2,2,2
Moisturizer,FIRST AID BEAUTY,Ultra Repair® Cream Intense Hydration,30,4.6,", Stearic Acid,glycerin, C12-15 Alkyl Benzoate,capric triglyceride, Glyceryl Stearate Se, Glyceryl Stearate, Cetearyl Alcohol, Butyrospermum Parkii Butter,dimethicone,squalane, Allantoin,camellia, Caprylyl Glycol,ceramide, Chrysanthemum Parthenium Extract,oatmeal, Disodium EDTA,eucalyptus, Glycyrrhiza Glabra Root Extract, Sodium Hydroxide, Xanthan Gum, Phenoxyethanol.",2,2,2,0,0,0,2,1,1,2,2,2,1
Moisturizer,CLINIQUE,Moisture Surge 72-Hour Auto-Replenishing Hydrator,39,4.4,",dimethicone, Butylene Glycol ,glycerin, Trisiloxane , Trehalose , Sucrose , Ammonium Acryloyldimethyltaurate/Vp Copolymer , Hydroxyethyl Urea ,greentea, Silybum Marianum (Lady'S Thistle) Extract , Betula Alba (Birch) Bark Extract , Saccharomyces Lysate Extract ,, Thermus Thermophillus Ferment , Caffeine , Sorbitol , Palmitoyl Hexapeptide-12 , Sodium Hyaluronate , Caprylyl Glycol , Oleth-10 , Sodium Polyaspartate , Saccharide Isomerate , Hydrogenated Lecithin ,vite, Acrylates/C10-30 Alkyl Acrylate Crosspolymer , Glyceryl Polymethacrylate , Tromethamine , Peg-8 , Hexylene Glycol ,vitc, Disodium Edta , Bht , Phenoxyethanol , Red 4 (Ci 14700) , Yellow 5 (Ci 19140)",2,2,2,0,0,0,2,2,1,2,1,2,2
Moisturizer,FRESH,Rose Deep Hydration Moisturizer,40,4.4,",glycerin, EthylhexylIsononanoate, Butylene Glycol, Pentylene Glycol, Propanediol,Caprylyl Methicone, Isostearyl Isostearate,dimethicone, BehenylAlcohol, Nylon-6/12, Steareth-2, Xanthan Gum, PrunusDomestica Seed Oil,, Algin,Angelica Keiskei Extract, Acacia Senegal Gum,cucumber,damascena, SodiumHyaluronate,vite, Ammonium Acryloyldimethy-ltaurate/VP Copolymer, Steareth-21, Polyacrylamide, C13-14Isoparaffin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Dimethiconol, Laureth-7, Tetrasodium EDTA,capric triglyceride, BHT, Caramel, Serine,fragrance, Phenoxyethanol, Citronellol, Geraniol.",2,2,2,0,0,0,2,1,2,2,1,2,1
Moisturizer,SK-II,R.N.A. POWER Face Cream,230,4.3,",glycerin, Galactomyces Ferment Filtrate*, Isohexadecane,niacinamide, Isopropyl Isostearate, Butylene Glycol, Butyrospermum Parkii (Shea) Butter,capric triglyceride, Pentylene Glycol,dimethicone, Phytosteryl/Behenyl/Octyldodecyl Lauroyl Glutamate,dimethicone, Stearyl Alcohol, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Cetyl Alcohol, Behenyl Alcohol, Panthenol,vite, Benzyl Alcohol, Dimethiconol, Cetearyl Alcohol, Cetearyl Glucoside, Methylparaben, Peg-100 Stearate, Polymethylsilsesquioxane, Polysorbate 80, Stearic Acid, Disodium Edta, Propylparaben,olive, Ethylparaben, Sorbitan Oleate, Chlorella Vulgaris Extract, Peg-100 Stearate, Peg-7 Glyceryl Cocoate, Sodium Hydroxide,fragrance, Acanthopanax Senticosus (Eleuthero) Root Extract,soy, Cynara Scolymus (Artichoke) Leaf Extract, Polyquaternium-7,yeast, Palmitoyl Pentapeptide-4, Methylsilanol Tri-Peg-8 Glyceryl Cocoate, Methicone, Ci 77891, Ci 77492. *Pitera™.",2,2,2,0,2,0,2,2,1,2,1,2,2
Moisturizer,LA MER,Crème de la Mer Mini,85,4.1,"seaweed,petrolatum,petrolatum,glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract,sesame,eucalyptus,sesame, Medicago Sativa (Alfalfa) Seed Powder,sunflower,almond, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Magnesium Sulfate, Paraffin,vite, Niacin,, Beta-Carotene, Decyl Oleate, Aluminum Distearate, Octyldodecanol,citric, Cyanocobalamin, Magnesium Stearate, Panthenol, Limonene, Geraniol, Linalool, Hydroxycitronellal, Citronellol, Benzyl Salicylate, Citral,,alcohol denat,fragrance",2,2,2,0,0,0,2,2,2,2,2,2,2
Moisturizer,BAREMINERALS,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,30,3.9,", Coconut Alkanes, Propanediol,squalane, Trehalose, Isostearic Acid,glycerin, Silica, Agar,capric triglyceride, Globularia Cordifolia Callus Culture Extract, Salicornia Herbacea Extract, Melilotus Officinalis Extract, Coco-Caprylate/Caprate, Butylene Glycol, Lauroyl Lysine, Sodium Hyaluronate, Succinoglycan, Polysorbate 60, Cellulose Gum, Polyglyceryl-4 Laurate/Succinate, Sorbitan Sesquiisostearate, Magnesium Stearate, Magnesium Hydroxide, Magnesium Chloride, Potassium Chloride, Calcium Chloride,, Phenoxyethanol. May Contain: Titanium Dioxide, Iron Oxides.",2,2,2,1,0,2,2,1,1,2,1,2,1
Moisturizer,SHISEIDO,Bio-Performance Advanced Super Revitalizing Cream,78,4.6,",glycerin, Cyclomethicone, Butylene Glycol,dimethicone, Cetyl Octanoate,squalane,dimethicone, Disteardimonium Hectorite, Hydrogenated C6-14 Olefin Polymers, PEG-150, Mortierella Oil, Phytosteryl Macadamiate,vite, Stearyl Glycyrrhetinate, Arginine HCI,castor, Sodium Glutamate, Disodium Adenosine Triphosphate, Saccharomyces Lysate Extract, Sodium Acetylated Hyaluronate, Rosa Roxburghii Extract, Octyl Methoxycinnamate, Agar, Sodium Hexametaphosphate, Trisodium EDTA,vite, BHT, Ethylparaben, Butylparaben, Methylparaben,fragrance, Iron Oxides.",2,2,2,0,2,0,2,1,1,2,1,2,1
Moisturizer,FRESH,Black Tea Firming Overnight Mask,92,4.1,",glycerin, Butylene Glycol,jojoba, Isohexadecane, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Dicaprylyl Carbonate,camellia, Pentylene Glycol, Ethylhexyl Palmitate, Mirabilis Jalapa Extract, Glyceryl Stearate, Steareth-21,capric triglyceride,dimethicone, Oxidized Corn Oil, Butyrospermum Parkii (Shea Butter),beeswax, Kigelia, Africana Fruit Extract, Saccharomyces Ferment Filtrate,camellia,blackberry, Litichi Chinensis Seed Extract,damascena, Sodium Hyaluronate, Adenosine,vite,vite, Ceteareth-20, Behenyl Alcohol,fragrance, Ceteareth-12, Cetearyl Alcohol, Sodium Citrate, Sodium Polyacrylate Starch, Sodium Polyacrylate, Sorbitan Laurate, Disodium Edta, Maltodextrin, Silica, Tetrasodium Edta, Hydroxyethylcellulose, Acetyl Dipeptide-1 Cetyl Ester,citric, Ci 77891 (Titanium Dioxide), BHT,, Biotin, Phenoxyethanol, Linalool, Citronellol, Geraniol.",2,2,2,0,0,0,2,2,2,2,2,2,2
Moisturizer,BELIF,The True Cream Moisturizing Bomb,38,4.6,",glycerin, Cyclohexasiloxane, Hydrogenated Polydecene, Dipropylene Glycol, Macadamia Ternifolia Seed Oil, 1,2-Hexanediol, Bis-PEG-18 Methyl Ether Dimethyl Silane, Triethylhexanoin, Stearyl Alcohol, Glyceryl Stearate, Pentaerythrityl Tetraethylhexanoate, PEG-40 Stearate, Saccharomyces/Viscum Album (Mistletoe) Ferment Extract,soy, Saccharomyces/Imperata Cylindrica Root Ferment Extract, Cetearyl Alcohol, Ceteayl Olivate, Sorbitan Olivate, Hydrogenated Lecithin, Sorbitan Stearate, Stearic Acid, PEG-100 Stearate,dimethicone,dimethicone, Poncirus Trifoliata Fruit Extract, Panthenol,oatmeal, *Calendula Officinalis Flower Extract, *Nepeta Cataria Extract, *Rubus Idaeus (Raspberry) Leaf Extract, *Baptisia Tinctoria Root Extract, *Stellaria Media (Chickweed) Extract, **Alchemilla Vulgaris Leaf Extract, **Viola Tricolor Extract,damascena, **Spiraea Ulmaria Flower Extract, **Althaea Officinalis Root Extract, Symphytum Officinale Leaf Extract, Trifolium Pratense (Clover) Flower Extract, Achillea Millefolium Flower Extract, Euphrasia Officinalis Extract, Thuja Occidentalis Leaf Extract, Menyanthes Trifoliata Leaf Extract,willow, Chelidonium Majus Extract, Urea, Hydroxyethylpiperazine Ethane Sulfonic Acid, Glycosyl Trehalose, Hydrogenated Starch Hydrolysate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Carbomer, Xanthan Gum, Trisodium EDTA, Tromethamine, ***Frgrance, Citronnellol,fragrance",2,2,2,0,2,0,2,1,2,2,1,2,1
